,gam,gam_arima,gam_arima2,gam_sa,kal_gam_static,kal_gam_dyn_gs,kal_gam_dyn_em,kal_gam_dyn_big,rf,rf_arima,gb,gb_arima
135,45740.4063015698,45420.70573373425,45640.1864703029,40505.9395427419,45520.56518192348,45149.05658951503,45648.27245646792,45194.897362427495,47000.30999999998,47157.82243964961,46327.09214707719,45907.11784147643
136,46821.9541643507,46417.01147257759,46868.4566675147,41655.4157589046,46532.96076450236,46320.05920932554,46763.93165987154,47017.05135562074,47670.81520833334,47591.559918409,46766.15674276336,46458.813890919
137,47015.7269182151,46460.300486919296,47117.7384491193,42407.3955243752,46562.76760695467,46506.90219210922,46759.93032876387,46620.09909319555,45717.87645833335,45284.78619611927,46027.87255171128,45791.98817235746
138,40557.1051809111,40094.73860134102,40603.6819847741,40557.1051809111,40168.83155557007,40704.565173707895,40749.76138157901,41341.40333088965,42840.66479166667,43181.09407663324,41761.64443446106,41883.82688263143
139,37394.9654939345,37335.62981263298,37482.9844002807,37340.3447264195,36710.129745441045,37337.76976040991,38221.82774984464,40614.57315958208,38394.76624999999,37893.71096949286,37957.93005352136,37694.147934925066
140,42396.1531431563,42286.16393892014,42488.4595708534,34933.5451268224,42015.76714880049,41634.08154254654,43015.92169844584,43078.840339614406,41922.055625,41122.01276979811,42907.65021965963,42590.79202742133
141,42447.2340753277,41804.462999124175,42395.4585785171,36795.820542347,42015.56453411278,41777.9835080099,41858.40259666776,39247.47705538008,42291.63041666665,41577.12063352934,43472.98523541573,42726.73520781258
142,42753.1239899177,43034.93822907491,42655.3123138971,37518.6572310899,42298.89851082247,42150.78128775902,42201.25678250868,41918.23730661259,43163.80791666665,42679.99475642418,44131.96315869642,43248.93417590454
143,43706.9444558451,43112.892619425584,43509.5644290261,38540.406050399,43265.4444795128,43178.00063910632,43207.16167403336,42998.51612399472,44206.94729166668,43770.217780456376,45576.30868433385,44466.45633117427
144,44269.8126499909,44376.79609827503,44128.9640381134,39661.4812561511,43751.83387625085,43782.59592649063,43693.04045904634,43427.18928239745,44238.60312500001,43161.03174737599,46018.7615480917,44357.52137255836
145,39648.7446364229,39299.99556033364,39707.7539506645,39648.7446364229,39128.066426818375,39835.62002691708,40002.10959895342,40621.91488811036,42064.576875,41451.67385292635,41438.19765461135,39668.6714659781
146,38169.6635880472,38484.64515805875,38420.037458607,38115.0428205323,37597.81994503424,38455.75860641967,39128.94195192717,41130.24169245034,38433.83562499999,37527.94227355307,38463.49402009908,37058.95814891546
147,44466.349427233,43914.89558310174,44651.0738452434,37003.7414108992,43729.93198998422,43559.1258860852,43348.0888664128,43903.690113942255,43582.39062499999,43434.80237337496,43735.00982715474,43042.88523854775
148,44855.7306003997,44550.58285304628,44729.6649752128,39204.317067419,44330.99961377888,44334.10299954368,44136.91720220002,41891.66065338896,44100.73083333335,43547.22388176446,44060.795075549104,43167.49900669424
149,44493.3865829544,44706.88225330627,44235.1194455026,39258.9198241265,44104.837335903154,44120.14086499237,44029.047511626326,43444.32028885327,43819.57020833335,43471.62031463845,43436.38717135237,42787.51253495019
150,43655.9895411091,42757.68243683552,43325.9676824093,38489.4511356629,43119.19897087147,43060.17674938099,42986.775174988616,42710.44046874996,43176.42999999999,42915.52623717158,43766.96732247205,43466.90361471229
151,42455.6914801429,42020.192345878895,42262.5884143013,37847.360086303,42009.74681532613,42004.66830766253,41866.58385632357,42207.97636955428,42735.77770833333,42237.91830123567,43221.366394522025,42719.58704278667
152,32830.2655317348,33824.97659506647,32932.9241661154,32830.2655317348,37313.6246984143,38012.69888807697,38492.34627454437,39399.62709743604,39237.352291666655,39004.509624437465,37786.98634829407,37209.01346373531
153,35679.7191048213,35540.34063350928,36810.4416649329,35625.0983373064,35235.428578845414,36011.762266895166,36477.04287585148,38479.52027700995,36651.43041666669,36127.93617674341,37185.98016141056,37093.74807798871
154,42438.9737493713,41298.01170761906,42967.8330504286,34976.3657330375,41754.78602158981,41487.18171056696,41082.78797852127,41845.1643897202,41461.82249999999,41335.61456344512,42359.19342213484,42075.75841949787
155,43314.7388355067,41694.47264379892,43266.20184504,37663.325302526,42822.07438668048,42710.81876311144,42328.06490702541,39824.62177948032,42283.23166666668,41934.820893772776,43153.29212190954,42461.06685699053
156,44107.4522933787,43713.77381123912,43418.6329553816,38872.9855345508,43598.95029935466,43534.94072082569,43125.25602878284,42727.037762808846,43059.1575,42769.57279020872,44202.481513019,43339.64780216461
157,45163.0883176115,43150.54488190972,44519.162823591,39996.5499121653,44708.09107375794,44673.67679714887,44154.07853668624,44277.05701871128,44509.4079166667,44200.89555236444,44993.61214647695,44099.02648860711
158,44797.6661607902,45208.81948888542,44796.9479546467,40189.3347669504,44391.03127173224,44380.85346792679,43981.18885306595,43531.677239206176,45467.03333333335,45135.184264651376,44791.49013717831,44240.64087484621
159,39398.6978695417,42086.6509709984,40243.7817545616,39398.6978695417,39144.46534283795,39782.98752045912,40119.39842880139,40629.82445853041,40500.18062500001,39970.05868882338,40520.91445300889,39843.09581505168
160,37143.6912872315,38495.169622616886,37219.9216498814,37089.0705197166,36886.02085684763,37597.913396977405,38008.889854578425,40190.446538388,37477.04354166668,37093.52070285023,38380.23380534904,37666.27293100658
161,43562.9868243506,43806.18567322868,43310.7318710853,36100.3788080168,42916.12667780746,42523.57457667106,41946.43606310368,42566.935827144094,44030.21666666665,43913.39215227096,43702.39937728274,42898.95658279417
162,45114.6819616212,44976.99462703346,44924.6740841962,39463.2684286405,44656.62998253612,44493.15898543587,44354.51519262446,41855.4832338522,44790.66041666667,44221.703885857845,43860.291339340736,43053.00265744771
163,45593.0805882756,45437.16506733602,45558.3208306112,40358.6138294477,45224.9463072131,45111.04395760564,45089.94526810575,44337.58091485511,46174.10312500001,45865.68748844279,45304.14586321596,45290.0484833262
164,45810.8832866916,45394.155960781165,45739.4081784908,40644.3448812454,45587.78335555523,45481.95159165461,45512.010839098206,45249.07111249395,46383.706875,45590.04654166461,45398.65140408477,45254.96586532248
165,44770.7358621228,44753.69740946075,44625.5362981889,40162.4044682829,44668.74214268904,44608.532709124825,44579.48541305683,44390.55531948972,46245.87833333333,45555.09956309048,45263.338752250274,45094.30262309682
166,39402.0967110155,40170.92148177891,39290.5720653122,39402.0967110155,39605.639005015975,40257.09066357373,40167.268331043626,41789.87929425301,41200.19708333333,40138.53218114089,40312.730571815286,39741.27717579577
167,37333.0179918072,37708.24433973927,37302.5051822534,37278.3972242923,37167.80432091618,37828.588527011336,37389.73032791269,39984.220106493536,37468.801874999976,36088.78116668799,38550.89600441456,37913.12855631566
168,44222.8573970369,44390.31148005093,44256.1515045294,36760.2493807031,43696.51775864906,43257.376777400525,43435.23464747341,42943.4164179808,44182.475625,43679.57393237974,44174.83317809287,43596.55607583759
169,45521.0310199399,45771.90091002952,45444.885208465,39869.6174869592,45349.39968486727,45078.587526060175,45029.25164231271,41557.82955961781,45356.800625,44510.46028609556,44919.95058920996,44344.54015162055
170,45692.0775094107,46115.27870034671,45544.3739581801,40457.6107505828,45690.63686416969,45450.67763691006,45327.108005252565,44575.56393165092,45571.55520833333,44773.81172513573,45694.565122874286,45374.77121103988
171,45809.8842860373,46125.53133984379,45618.1018127699,40643.3458805912,45891.6147023416,45639.21486862108,45384.98402663433,45270.80863034336,46107.70125,45130.30507867777,45668.60578574608,45054.72777996903
172,45584.6481256712,45871.888847559865,45537.2606816649,40976.3167318313,45709.89148038406,45550.473119294365,45240.2122368514,45440.58030645892,46246.43395833335,45417.54658353286,45339.65351928045,44895.42604751416
173,40119.7656503066,40563.68571982208,40065.4784405329,40119.7656503066,40446.49759887258,40942.3994162829,40305.812196857165,41671.26662262365,41503.80270833332,40975.80573652324,40841.54310388613,40544.772094416505
174,37685.058896837,37957.72487111403,37690.233527988,37630.4381293221,37706.3309406357,38200.84900867914,37678.33599665669,40328.85937277254,37609.05270833332,36684.80548678169,38303.91903831886,37839.12550091599
175,44656.6819372723,44626.38878885361,44658.6051743133,37194.0739209385,44132.10564153106,43570.44447995818,44049.49501066681,43782.77756440446,44898.00208333334,44645.39786351324,44942.80515710989,44598.85502701689
176,46022.6789293336,45788.16692998962,45907.0810158964,40371.265396353,45846.77953734716,45474.821268437365,45551.778013603,42177.26585998371,45989.31749999999,45378.7891724019,44919.95058920996,44341.421514957045
177,46450.6102239403,46167.24748246883,46325.7532345526,41216.1434651124,46263.84444351574,45943.79089392356,45906.63790870855,45279.80629335508,46170.16208333333,45665.229658175216,45770.87988990446,45855.51400070319
178,46607.0964841714,46275.26785769201,46493.7108578726,41440.5580787253,46436.9930865236,46114.2031160277,46050.99957573879,45796.91547501719,46341.88187500001,45759.60848720843,45962.80847331649,45932.60588617174
179,45875.2285831691,45681.42268317608,45753.1308639017,41266.8971893292,45787.87356391615,45530.77082880168,45391.36454733636,45314.60901852088,46231.95583333335,45636.3350723001,45649.555737619645,45502.21747594625
180,40538.8089709759,40448.64353568696,40375.3033763476,40538.8089709759,40643.45535968086,41058.457151892064,40402.46368836434,42054.5887274202,41717.34270833332,41295.310501035,40917.85787091631,40730.5970110669
181,38606.1073545304,38438.55539831785,38593.7661817599,38551.4865870155,38550.55460819734,39019.97647329084,38619.12655303127,41383.58600710166,38365.28874999999,37517.65818744073,39168.91653518969,38898.67840282573
182,46082.3064691301,45820.80465136672,46088.22312422,38619.6984527963,45753.01428977357,45217.34482774959,45626.85880965954,45532.47900810733,45873.60479166666,45607.78632512227,45924.42057561051,45687.93260413149
183,47516.7902610393,46967.76300195323,47400.1355731723,41865.3767280586,47404.541767782925,46991.56631845658,46894.14531935928,42949.6378917718,46827.00791666667,46399.64714763537,46795.55052929358,46453.926199590096
184,47531.6474218349,47144.36721766994,47300.3590009336,42297.1806630071,47471.27092848752,47066.43579070146,46899.41620011133,46034.94689051175,47036.45520833335,46749.57109762683,46906.060708983096,46731.67385905303
185,47511.8341522699,47182.250329079696,47316.9215151656,42345.2957468237,47463.131910327415,47059.38594601578,46977.242055873474,46832.07748861784,47179.95104166669,46820.79132229666,47111.325701999456,47019.0426239311
186,46499.9605255342,45751.60864883912,46299.0609674423,41891.6291316943,46419.97112497332,46055.66080694612,45773.80611655748,45822.21335459701,46697.72854166667,46072.59969617552,46301.02488076706,45878.08049246186
187,41079.942654411,40612.27894193999,40895.4929815552,41079.942654411,41026.810195030834,41288.93076373603,40646.103160551065,42012.17718789882,41680.889375000006,41206.59730765577,40961.14651663848,40484.45286313362
188,38722.1303238138,38227.50108258759,38614.8616683285,38667.5095562989,38475.16782284529,38771.073493912685,38488.90349137692,41039.35766771215,38388.17541666668,37833.31959309706,39081.65347042525,38847.60963642703
189,45077.4480189359,44537.57751256049,44963.3204387234,37614.8400026021,44592.68619972018,43848.64561252263,44077.45882250216,44113.16918486272,45348.74083333333,45106.59675155099,45485.98213154017,45035.10500263305
190,46192.9258764252,45713.38500148377,46034.7579364201,40541.5123434445,45995.0302958668,45409.41010513858,45511.451435431954,42037.15423298984,46412.79437499999,45824.50176976761,46517.23278994657,45868.46659775641
191,46216.8292612317,45734.41106152587,45988.4550905349,40982.3625024039,46096.7122452953,45545.17504346379,45492.35161446851,44886.689388841965,45513.52499999998,44618.74083274483,47008.56732215122,46080.60219156432
192,46116.2570106313,45480.993097753606,45811.5509590397,40949.7186051852,46141.03503703425,45605.31239016308,45519.9747850827,45528.262405725465,45718.77416666664,45189.67828135756,46674.21532612279,45590.56609125112
193,46386.9352108801,46859.02639773812,46242.2528447894,41778.6038170402,47239.58692600079,46924.59099714735,46802.783169474,47624.14138357603,45771.48708333333,45426.557950332885,46973.96217730162,46089.034176708825
194,42881.499786776,43359.5582642044,42868.7026153298,42881.499786776,43557.22464742756,43918.96381757307,43241.74932313865,44134.8494966364,43971.58270833333,43948.52539706881,44045.748280689855,43123.39664203789
195,42639.77957133,42203.23401012868,42629.9234238011,42585.1588038151,42090.86309708856,42466.596080036914,41831.49355038304,43704.9083177436,40887.56333333335,40083.55267160715,43130.796757218464,42031.74431754903
196,49669.8075778577,48965.686929648095,49700.3939857013,42207.199561524,48488.4135544662,47838.069574564186,48461.184150693865,47538.89862578055,48267.428124999984,48738.59994671472,48138.59895249417,47368.72942121696
197,50024.6411442239,49417.14462591609,49945.4922332611,44373.2276112432,49341.01715002001,48913.304465687645,49695.689233182384,46505.05682086709,46397.38999999999,47058.75453552438,49158.39705845236,49216.94090216849
198,49150.8190091572,48695.93786602373,49070.7418692323,43916.3522503294,48761.25560320869,48417.298692018936,48981.16070879625,48896.88329448821,46103.07291666668,47776.18828838611,48145.0529141678,48291.3994449418
199,49097.3375309142,48430.43000525587,49029.7985577476,43930.7991254681,48633.20177315024,48349.57261642878,48683.49650611541,49079.93724030406,45770.46187499999,47345.55079924781,48074.67292731096,48326.75793950693
200,49470.404686489,49226.70804436796,49438.3764657303,44862.0732926491,48971.58510970022,48855.54049405903,49096.31237387602,49281.73512035866,48904.42833333333,50697.45802475277,48888.95815347485,49261.58133937425
201,46101.4391188189,45620.01092282656,46165.2777283467,46101.4391188189,45345.78419610746,45955.53239478512,45552.87675320023,46808.96255833795,45306.067708333314,47074.08479674843,46565.29688087371,47361.0494387601
202,44445.3491750574,43568.47603759056,44493.6913470668,44390.7284075424,43557.35913053437,44228.28273269229,44300.84142754303,46261.08097438911,44634.95124999999,46098.04390489933,44624.36770479852,44945.27224875095
203,51377.9263423807,51664.77321239917,51416.9984389194,43915.3183260469,50379.41609414109,50091.51646463654,51721.78516876702,50682.06827556963,51789.587500000016,53186.37707559058,52100.43324746996,52237.40796574559
204,52066.137878094,51810.91835775306,52070.8584767728,46414.7243451133,51191.07874550085,51080.89673971111,51937.47595789574,48266.82931279021,51226.695625,52358.12927883503,51677.03393007444,51671.298576415466
205,51373.4795238753,51715.96051025998,51403.1484964743,46139.0127650474,50765.98074382385,50772.75363346927,51411.801206153454,51521.59978328616,51605.6675,53001.21821387428,51529.1214916086,51919.025361510205
206,50273.1217987405,49805.85017815091,50324.901228235,45106.5833932944,49962.09792640141,49987.99958756335,50446.92556248532,50713.757455604224,50055.55020833332,50295.71338190544,50093.86245823992,50101.3868370867
207,49749.0357934533,50125.70257826358,49861.262863306,45140.7043996134,49388.819160247,49518.12554332308,49787.50889520171,49933.1349487077,50206.31520833331,50489.654784546125,50333.60286480392,50290.32883488266
208,45159.4795836952,44799.8459920736,44960.0786502942,45159.4795836952,45007.54570740262,45777.27052162352,45068.42101620221,46334.922545628506,45438.46354166665,45012.87283965365,45629.73414024569,45131.00127218968
209,44875.736363541,44907.95371881267,44799.1702465153,44821.1155960261,44434.57301696009,45331.66665671204,44916.52737485119,47196.87918809751,45464.42770833333,45352.31441989971,44350.956298090576,43974.06519717592
210,53445.3024752462,53117.2234359747,53532.5060818886,45982.6944589125,52819.25826908111,52829.82808946863,53972.35184958881,52551.60561399882,54187.70312500002,54078.757778327,53781.664806129455,53899.73750086335
211,55681.1359386645,55127.46055474577,55727.945515317,50029.7224056838,54964.85663287178,55098.08283476687,55322.60093570914,50841.82390482923,55477.573124999966,54860.8975672049,55456.59571590924,55108.39410434858
212,56491.5322609095,55881.13449366408,56324.9651156052,51257.0655020817,55865.23713351523,56069.3790046917,55972.91384971242,55132.92145470562,56237.35583333335,55826.85997523562,55432.19087686525,55077.97442284256
213,57240.4215224175,56664.17992677355,57042.6479980772,52073.8831169714,56514.91187875599,56733.66607260468,56543.383645683214,56158.66228536113,56018.82041666667,55397.30115696305,56426.992116637855,56224.10702859124
214,56766.2031207243,56623.91466995936,56619.2940144678,52157.8717268845,56179.10082107898,56477.24521217111,56502.72005922829,56276.57378106942,57040.49187500003,57186.06663977344,57124.25066672442,57310.74755309816
215,51343.2179234953,51238.643987535295,51391.8065012803,51343.2179234953,50980.56464115914,51846.51895508988,51555.41812753871,52349.21742951377,51536.62375,51163.99133607281,53662.674720400304,53640.37307257272
216,48754.1948207952,48739.56868070267,48772.7774541716,48699.5740532803,48488.95316968509,49370.28453668268,49000.10521938823,51561.7981611584,49501.57625,48956.3708425541,49509.11193771871,48252.85028455066
217,54932.324527809,55240.41960881253,54884.1555042044,47469.7165114752,54554.0135059851,54462.13181955608,55504.73193171462,54968.22220614668,54581.32437499999,54035.4440025798,54711.86385699079,53944.69735913645
218,54063.7029343083,54056.83655922592,53942.675454208,48412.2894013276,53866.69228981391,53743.26832283346,53996.56100583198,50221.79211924334,53383.10770833334,53485.15233039393,53616.48536768672,53493.80951930103
219,52065.3567858492,52517.226803668585,52086.6192757132,46830.8900270213,52620.40255427616,52496.23921241814,52468.25857390504,52805.78529883825,53005.80187500002,53567.25576933232,52348.422370307446,52503.96594708609
220,51253.0898977527,50401.50366678201,51270.6370641135,46086.5514923066,51365.6915415948,51169.73636207309,50594.043856131415,51223.813418503625,50620.18020833331,49953.08572021831,51491.015959362885,50907.3276673536
221,50516.6476442547,50370.96585989198,50409.5082087827,45908.3162504148,50663.72074580789,50520.81604378822,49882.92326956044,50273.96123286902,50619.57999999997,50380.75766196013,51613.87999591592,50695.14749991988
222,45858.3946649633,45572.56456222505,45624.0061056995,45858.3946649633,45751.45800149287,46158.28413181361,45158.14144298199,46276.72491138209,46510.72104166664,46157.77498581129,47770.31100177301,46941.47656484171
223,44754.2576625727,44215.357829345005,44727.7125345306,44699.6368950578,44419.57982134297,44953.43101085111,44513.73184818836,47117.71111100514,49859.23687499997,49743.95066281381,48430.82881904911,47463.89415813263
224,53726.7560478463,54154.27871684321,53976.0754209186,46264.1480315125,53567.85643536343,53414.02101418038,53333.91949574254,53837.91967478202,54525.65854166665,52629.63807987461,54792.54344507491,53076.7458326804
225,55453.2773102978,55269.19791788921,55608.1912195703,49801.8637773171,54979.68000720061,54917.124756665085,54820.97181887946,51130.612400574944,55394.89604166665,54279.26273082077,56548.533466784575,55182.41608614112
226,55080.6963520712,55212.12897262452,55129.1216334268,49846.2295932433,54422.06262171462,54414.69020754055,54684.40952802521,54962.325831984046,54414.10520833333,54255.042754015725,54320.058070635074,53269.43343911245
227,53934.0952415788,54092.90058774826,53797.286492614,48767.5568361327,53382.96502156595,53406.10218417511,53681.83691237518,54576.596677167225,53501.38958333336,53252.05773452161,52929.01754472448,52338.84954157381
228,52429.9083320939,52340.09255502133,52363.9453393172,47821.576938254,52181.3215200314,52288.1131615609,52410.896142254576,53034.97166501472,52832.96812499999,52210.4968560525,52870.019659920166,52472.45225663119
229,46827.8513329712,46182.35025690115,46685.1168754445,46827.8513329712,46655.83289517905,47277.1741167662,46774.35615086323,47845.31495111904,47004.35729166666,45311.24556251468,46827.712581633736,45769.81343554278
230,39666.1681057006,39532.22122719277,39674.2200610797,39611.5473381857,43749.9451800062,44339.55296838976,44003.56457154024,46638.84235742278,44937.21937499999,44667.882793948,43513.78698612139,43201.6695191783
231,51019.2113275467,52219.24095377012,51954.1468255926,43556.603311213,50809.36771974921,50575.09421759473,50878.31342797856,51451.58869821372,49937.19583333334,49918.14501224559,50118.10051612202,50435.68776314955
232,53046.0058258429,53974.86748784369,53305.1638594826,47394.5922928622,54067.17226811975,54018.639104703696,53322.63510220444,49286.33095669445,52469.13104166665,52321.64355144482,53583.90929645464,53566.09358639522
233,57263.1911983443,59132.62370100219,57354.0587843606,52028.7244395164,57824.44760225213,57943.66280083735,57487.05400411673,55748.05448561608,57252.421666666654,57484.580366514216,57484.71844504456,57467.94504041544
234,59217.1247801993,60848.527641451634,58762.6414147107,54050.5863747532,59009.39999564187,59037.35574506481,58634.01667789467,56777.92943456919,58891.316250000025,58502.30446031837,58112.42570616132,57692.16850761874
235,57181.5692519383,58982.68254479816,56737.8684926342,52573.2378580984,56925.14403927345,56836.32036263999,56392.877105635,55698.71049446421,56866.134375,56368.1763576508,57011.87784657613,56891.08116410274
236,50129.4782235559,49603.560852825765,50097.4524870131,50129.4782235559,49699.56607771131,50020.1890832287,49926.30573521759,50996.34031364916,50467.06312499999,50073.720834432526,51904.722489486296,51684.66005240161
237,46498.3374410936,47887.801426982194,46975.8604542591,46443.7166735787,46082.52028896996,46417.61905366291,46065.86146849599,49476.83299469647,46356.29833333334,45763.352830889504,46778.485330773816,45425.267669446985
238,52824.9266064703,53117.85721967,52297.9959771218,45362.3185901365,52439.86082918551,51948.77680971,51515.950043524674,52755.42724808116,51638.59937500001,51369.59302874024,51849.54669736399,50846.108162298064
239,54418.6437654999,54018.495723082815,53979.2328513497,48767.2302325192,54168.47356020103,53710.53467988015,52880.23624454174,49418.980266989856,54774.27041666669,54176.968883825146,54252.43799478905,53342.46612053736
240,50719.3515388884,50209.1585084289,50210.7122102894,45484.8847800605,55286.72796908742,54776.85355245235,53891.3844959014,52454.51196273153,50702.56562500001,49230.85996630012,50192.66683385246,48915.59803691004
241,53430.1737739237,52575.63728392414,52821.519031721,48263.6353684776,53353.09075942972,52440.23697451897,49711.326111636175,48450.63713581586,54921.46541666665,53448.8310303986,53764.05015298233,52247.55570538551
242,54396.8123232727,53547.80163123376,54173.6122778211,49788.4809294328,54234.67505575691,53350.46763103087,51820.87488092805,51670.62899114932,55234.79729166668,53632.2396884324,55167.9239472149,53747.40285038782
243,48761.166961578,47590.47194321734,48418.8024939627,48761.166961578,48573.71291087609,48202.90593633755,47580.13629943885,48826.26615029902,47083.82729166666,45433.27119397108,49243.58440128671,47621.571665091775
244,46153.9206339714,44745.22233968602,45726.5643070556,46099.2998664565,45523.43381409138,45176.19827026542,44867.99148936685,47604.91150642812,45755.22104166664,44924.40415982866,45642.29446081957,43975.04008647431
245,54400.8828895382,53723.48333748217,54167.4018541274,46938.2748732044,54183.88999625914,53140.50564637064,52414.80032406602,54089.16057415911,54547.79854166668,53642.52297089288,53418.291521083855,52659.98708992475
246,56613.2857115723,56074.43646094847,56312.509419335,50961.8721785917,56532.98401789962,55674.81711685529,54912.9003920236,52254.108529909136,55741.88729166665,54505.68590390444,55699.46317898527,55183.49023221211
247,55946.1417521833,55618.51390142455,55638.3923522377,50711.6749933555,56047.03592722048,55232.65842737678,55113.99495862085,54831.63761013176,53759.48020833334,52876.09265305575,54467.34538687121,54032.90809524923
248,57447.5401504565,57074.57206393625,57320.1775226112,52281.0017450103,57567.1658464848,56802.63522453478,56169.58924608907,56310.735614645535,56035.08666666664,56143.54961720074,55301.78898407942,55198.19942750267
249,60122.0036281047,59721.62202723672,59702.366552036,55513.6722342648,60007.09429709233,59451.17888036515,58554.408414477184,58794.34555228311,58940.368125000015,59284.92955629724,59184.03935302513,59496.48813107542
250,58136.4922807669,57453.35952402094,57760.3823931474,58136.4922807669,57811.639569010935,57888.82499259207,57333.95861676837,57384.78300710916,59174.56791666666,59478.37449939892,59999.01763223908,60408.55450984839
251,56896.5734988007,56233.69858567592,56609.6228085797,56841.9527312858,56256.68891374728,56267.50988584258,55745.03449285618,56689.04617741579,58238.43770833334,57087.55739680186,57319.94413812249,56123.242640017495
252,63648.4696613101,63173.78086200414,63323.2552246882,56185.8616449763,63253.05664037493,62353.42111946793,62495.03157227746,61219.62546958042,61465.78770833333,60415.50546888906,61588.01041323014,60587.58649990862
253,64917.0804907633,64030.45504547004,64390.9737732756,59265.6669577826,64664.30446676525,63807.21594372971,62730.84325592744,59664.50401313708,63864.15416666667,64144.94180325859,65077.79784370684,64909.99443996147
254,63399.8099278387,62600.73290605512,63029.6055103374,58165.3431690108,63289.075138551256,62339.85457285131,61730.10779801432,60975.254352639386,62460.69666666665,62128.798715674,62755.07960393556,61933.55834924566
255,62616.1545322272,61722.92844433183,62288.3562314208,57449.6161267811,62590.77836593946,61644.76260967541,61310.13376460728,62012.30314057094,61272.74812500002,60870.77503590846,61083.60140155333,60317.21218792821
256,61438.2088306535,60657.102449921455,61201.758507142,56829.8774368136,61307.94953295656,60373.05842906873,59958.472356490674,60265.19306750569,60853.41541666667,59982.3976631752,60861.76828763964,60096.42046331069
257,56564.7752866807,55742.96727347199,56222.8669868024,56564.7752866807,56540.46368988363,56145.47790521739,55410.831182479975,56971.22104784461,56919.13645833335,56117.83706055265,56853.21080012024,56330.7879150391
258,57032.2967735301,56119.75591358768,56590.2670454117,56977.6760060152,56811.8402343831,56579.50102023409,55764.74126893481,58596.70747486589,58648.65270833334,58046.82492510355,55422.48277685045,54658.938365531234
259,67893.4585153232,66880.67169676426,67589.3789282011,60430.8504989894,67154.16911977998,66215.16629585977,66009.26874242627,65189.10324880462,67479.61312499999,66395.39329274061,68821.85694540358,68776.71809716949
260,68604.3111298646,67302.9752321784,68328.9943088171,62952.897596884,68303.93309800184,67343.62700936708,67107.31964499525,62181.75427310712,68212.68666666666,67710.06266957018,68476.19354817901,67644.29369047402
261,69234.2663433439,68007.74006494535,69000.3382198407,63999.799584516,68850.0436775489,67986.5654329599,67836.2698415685,67643.30324706691,69197.98333333334,68655.8721356544,68996.73968524882,68400.55372372238
262,68781.0842745741,67253.66175434217,68471.1844985058,63614.545869128,68319.27601539392,67449.95169103728,67597.27515549042,67601.40003146412,69187.85416666667,68359.24656066073,68725.29440316749,68000.82046804941
263,68502.8182743962,67340.0949253494,68055.3661973962,63894.4868805563,68380.04883464074,67650.25039445172,67490.73368703962,67777.77959497858,68799.26791666663,67187.36331206786,69132.23940905348,68051.64158663039
264,65069.2085896677,63312.18628090608,64593.0061400941,65069.2085896677,64591.23170061713,64389.83746892658,63433.53790272989,63708.47327542112,64907.107916666624,63256.221133830855,65630.55518274289,64381.556754148965
265,63604.216940076,62099.16464574185,63300.9722800221,63549.5961725611,63257.88367795785,63059.50949937996,62688.45859910605,64144.34361588248,64104.669583333336,63198.81812041695,64553.0842911052,62970.11956855273
266,71725.8282332653,70065.69404643569,71466.5116439858,64263.2202169314,71234.31335266377,70232.13289599233,70124.49190920085,69857.40658773425,72672.54166666663,71450.14470408352,71662.62451992709,70064.74597008993
267,72716.2744500431,72162.44087608378,72448.1921294185,67064.8609170624,72821.53225885995,71875.21372944668,71561.25579124143,67715.36490392628,73215.79270833329,71678.35032237091,73015.16400918034,71793.21651598868
268,72816.2545598854,71879.56049516061,72442.127597292,67581.7878010576,72976.4588480796,72020.67489587088,71390.09163469532,70885.34557005155,73490.84020833332,71609.35190167838,72679.81608175498,71002.06465345515
269,72312.2046914698,71437.9556594971,72043.1799074404,67145.6662860237,72442.59341682942,71476.97422699361,71488.27131269572,71633.66127304167,73015.38416666664,71705.65420652284,72235.62003780651,71215.11083646209
270,68577.7575904156,67198.31405846987,68194.9463713477,63969.4261965757,68483.29633998922,67440.98138652538,67155.81144491832,68337.53387755512,68795.26479166663,67200.90820162205,70333.93625884714,69043.60786336374
271,61829.6958072976,61029.02792234055,61661.4305473632,61829.6958072976,62394.14203165857,61884.56734451951,61461.22461798311,63631.89638530339,60733.36499999997,59383.86148006886,62831.56225737985,61056.75149407388
272,58950.1515946429,58499.45247794397,58467.2620547699,58895.530827128,59075.72628809858,58583.96905502888,57713.46089928519,61105.16565167476,59139.41104166663,57888.94082022471,59762.24083668693,57835.025494762056
273,64782.3411899939,63158.67356027968,64668.8405330995,57319.7331736601,64805.31773223741,63514.51756817329,64447.18723203603,65564.2436442581,64487.68854166666,63670.6542747231,64869.391317549125,63617.16095116761
274,64317.0637045965,64015.6888585489,64057.0276280105,58665.6501716158,64899.64796622888,63688.775450705296,63622.77583151915,60922.20026543662,63342.665625000016,62518.9689313062,65003.48367524106,63939.64535445022
275,64186.9152862463,63643.72879377986,64015.8749875589,58952.4485274184,64563.18704495865,63359.43109493099,63007.33295302331,62515.22957244972,64004.853125,63029.55708774495,64827.95342514323,63049.32331025408
276,63872.3870268304,62745.22147298648,63499.2722587637,58705.8486213842,64050.61711200693,62838.804432146026,62900.334438932485,62608.51873163439,63546.98104166665,62995.08199503007,64605.80948033522,62948.28192953984
